english,translate
"The battle culminated on a bridge outside the Aerie, where we faced a particularly nasty ice creature. It was a fierce battle, but we ultimately prevailed. Afterwards, Kalidris expressed gratitude for the support. She then offered to reciprocate in the future should we need aid. I'm looking forward to learning more about her people.","Битва достигла кульминации на мосту за пределами Aerie, где мы столкнулись с особенно мерзким ледяным существом. Это была ожесточенная схватка, но мы в итоге победили. После этого Kalidris выразила благодарность за поддержку. Она предложила ответить тем же в будущем, если нам понадобится помощь. С нетерпением жду возможности узнать больше о её народе."
"The battle moved to the Forge, seemingly implying that the intense heat may have attracted Primordus' minions. We don't really know why they picked this spot to emerge. It's true that wherever there is a waypoint, a ley line runs through it. Perhaps the magic concentration was especially strong here? Hard to say.","Битва переместилась в Кузню, что, по-видимому, означало, что сильный жар мог привлечь приспешников Primordus. Мы не совсем понимаем, почему они выбрали это место для появления. Это правда, что везде, где есть путевая точка, проходит лей-линия. Возможно, концентрация магии была здесь особенно сильной? Трудно сказать."
"The battle persisted and eventually we weakened Cerus enough that Peitha called on me to land the final blow. ""He did not deserve to dream,"" she growled, and I purged the life from her brother's body.","Битва продолжалась, и в конце концов мы ослабили Cerus настолько, что Peitha призвала меня нанести финальный удар. «Он не заслуживал мечтать», — прорычала она, и я вырвал жизнь из тела её брата."
The beautiful snow leopard is a symbol of independence. Its grace and stealth makes it both inspiring and an unbeatable hunter.,Прекрасный снежный барс — символ независимости. Его грация и невидимость делают его вдохновляющим и непревзойденным охотником.
"The black widow is the rarest variety of spider. Like other spiders, they can throw poison and spin webs to immobilize their foes. Black widows can also use a special poison that paralyzes foes in their tracks. —Acht","Чёрная вдова — редчайшая разновидность пауков. Как и другие пауки, они могут плеваться ядом и плести паутину, чтобы обездвиживать врагов. Чёрные вдовы также могут использовать особый яд, парализующий врагов на месте. —Ахт"
The blossom is brother to the weed. Diversity of opinion is good. Discussion is healthy. No one should be condemned simply for being different. I will stand up for the rights of all.,"Цветок — брат сорняку. Разнообразие мнений — это хорошо. Дискуссии полезны. Никого нельзя осуждать только за то, что он другой. Я буду отстаивать права каждого."
"The blow from the final resonance crystal sent Kralkatorrik crashing to the ground. But he wasn't finished yet. As Aurene and I approached, he reared up and fired a deadly blast directly at me. Aurene darted in front of it and fired a blast of her own, causing a massive explosion that knocked me unconscious. Flashes of a wounded Kralkatorrik slinking away filled me with dread. But it wasn't until I regained consciousness and found my way back to the others that I saw the tragic results in full. Aurene was dead, impaled on Kralkatorrik's Brand crystals. As we struggled with shock and grief, Braham wondered out loud what we could possibly do now. I had to tell him the truth—I didn't know.","Удар от финального резонансного кристалла заставил Kralkatorrik рухнуть на землю. Но он ещё не был повержен. Когда мы с Aurene приблизились, он поднялся и выпустил смертоносный заряд прямо в меня. Aurene метнулась вперёд и выпустила свой собственный заряд, вызвав мощный взрыв, который лишил меня сознания. Вспышки раненого Kralkatorrik, ускользающего прочь, наполнили меня ужасом. Но только когда я пришёл в себя и нашёл путь обратно к остальным, я увидел трагические результаты во всей полноте. Aurene была мертва, пронзенная кристаллами Клейма Kralkatorrik. Пока мы боролись с шоком и горем, Braham вслух задался вопросом, что же нам теперь делать. Я должен был сказать ему правду — я не знал."
"The castaways have stashed collected magic for emergencies. Survivalist supply stashes apply Lucky Shield on you. When your health is low, gain maximum barrier and reduce your healing skill's current cooldown.","Потерпевшие крушение спрятали собранную магию для чрезвычайных случаев. Тайники с припасами выживальщика накладывают на вас Удачный щит. Когда ваше здоровье низкое, вы получаете максимальный барьер и сокращаете текущее время восстановления вашего навыка исцеления."
"The charr's escape triggered a self-destruct sequence. As we hurried to find our way out in time, we battled security forces and discovered a garbled distress message from Blish's brother, Gorrik. The message confirmed that Joko's Awakened were wreaking havoc in the Rata Primus main complex.","Побег чарр запустил последовательность самоуничтожения. Пока мы спешили выбраться наружу, мы сражались с силами охраны и обнаружили искажённый сигнал бедствия от брата Blish, Gorrik. Сообщение подтвердило, что Пробужденные Joko сеют хаос в главном комплексе Rata Primus."
The civil war among the charr has cost us dearly—and it's costing us more every day. But we may have an opportunity to turn the tide. Ryland's proposed a parley with the imperators and me. We can't afford to turn it down.,Гражданская война среди чарров дорого нам обошлась — и с каждым днем обходится все дороже. Но у нас может появиться шанс переломить ход событий. Ryland предложил провести переговоры с императорами и мной. Мы не можем позволить себе отказаться.
"The combat simulation was an interesting exercise, and I smashed it. Learned a lot about Destroyers and how they fight. This will be very useful.","Боевая симуляция была интересным упражнением, и я разнёс её в щепки. Узнал много нового о Разрушителях и их методах боя. Это будет очень полезно."
"The combined forces of the Lionguard and the Pact descended on the ruins of Lion's Arch with fervor and purpose. Little by little we pushed back, cutting through Scarlet's forces and capturing key checkpoints throughout the city. After a heated struggle against a trio of Scarlet's upgraded watchknights, we secured the teleporters that would allow us to infiltrate the Breachmaker fortress above.","Объединенные силы Львиной Стражи и Договора с рвением и решимостью обрушились на руины Львиной Тверди. Шаг за шагом мы теснили врага, прорываясь сквозь войска Scarlet и захватывая ключевые точки по всему городу. После ожесточенной схватки с тройкой улучшенных рыцарей-стражей Scarlet мы захватили телепорты, которые позволили нам проникнуть в крепость Breachmaker, парящую над городом."
The commander and Canach build a device to narrow Vloxx's lead.,"Командир и Канах строят устройство, чтобы сократить отрыв Влокса."
"The commander and allies rush to Bjora Marches in pursuit of Bangar as he attempts to subjugate Jormag. But from the moment they arrive, their progress is halted by the vicious Sons of Svanir and mysterious whispers that threaten to unravel them.","Командир и союзники спешат в Марши Бьоры в погоне за Бангаром, который пытается подчинить Йормага. Но с момента их прибытия их продвижение останавливают жестокие Сыны Сванира и таинственные шепоты, угрожающие разрушить их."
The commander and their allies climb Mount Balrior to track down the titans.,"Командир и их союзники взбираются на гору Балриор, чтобы выследить титанов."
The commander and their new allies march on the Wizard's Tower.,Командир и их новые союзники направляются к Башне Чародея.
The commander continues to aid the Astral Ward and the Rift Hunters as they fight back against the Kryptis.,Командир продолжает помогать Астральной страже и Охотникам за Разломами в их борьбе против Криптисов.
The commander faces Cerus. Hopefully for the last time.,"Командир сталкивается с Церусом. Надеюсь, в последний раз."
"The commander finds themselves with no shortage of things they could do, but at the same time, they are not feeling a pull toward any distinct purpose.","Коммандир обнаруживает, что у него нет недостатка в делах, но в то же время он не чувствует тяги к какой-либо определенной цели."
"The commander gets to know the mysterious Astral Ward and aids in their efforts to rescue Dagda, the Wizard of the Celestial.","Командир знакомится с таинственным Астральной стражей и помогает им в попытках спасти Дагду, Небесную Чародейку."
The commander has already verified...,Коммандир уже подтвердил...
"The commander is called into action, giving them a much-needed reprieve from an otherwise relaxed vacation.","Коммандир призван к действию, что даёт ему столь необходимую передышку от в остальном спокойного отпуска."
The commander is thrust into danger!,Коммандир брошен в опасность!
The commander pursues Mabon's essence.,Командир преследует сущность Мабона.
The commander travels to the outskirts of Bava Nisos to uncover the long-ruined city's menacing past.,"Командир отправляется на окраины Бава Нисос, чтобы раскрыть зловещее прошлое давно разрушенного города."
The commander ventures deeper into the island of Castora in pursuit of the Inquest.,Командир углубляется на остров Кастора в погоне за Инквестом.
"The commander, Caithe, and Malice track down the Durmand Priory's missing titan expert.","Командир, Кейт и Мэлис выслеживают пропавшего эксперта по титанам из Дуурманского Приората."
"The commander, now dubbed the ""wayfinder,"" must track down and attempt to save Mabon before it's too late.","Командир, теперь называемый «путеводителем», должен найти и попытаться спасти Мабона, пока не стало слишком поздно."
"The conflict in the Crystal Desert is bleeding over into central Tyria, with refugees pouring into Lion's Arch every day. Queen Jennah has already dispatched a diplomatic team from Divinity's Reach. You and I have some common interests in play. I'd like to discuss them in private—I think we can help each other.","Конфликт в Crystal Desert перекидывается на центральную Tyria, и беженцы каждый день стекаются в Lion's Arch. Queen Jennah уже отправила дипломатическую группу из Divinity's Reach. У нас с вами есть общие интересы. Я хотела бы обсудить их наедине — думаю, мы можем помочь друг другу."
The council is really stepping up recruitment for the city watch. Sounds like they intend to reject Joko's alliance.,"Совет действительно усиливает набор в городскую стражу. Похоже, они намерены отвергнуть союз с Joko."
"The councilor must've misunderstood my part of the story, or she wouldn't be bending over backward to inflate your ego.","Советник, должно быть, неправильно поняла мою часть истории, иначе она не старалась бы так сильно раздуть твое эго."
